Datum,Zaehlerstand
22.08.2018,3913
23.08.2018,3746
24.08.2018,2199
25.08.2018,1146
26.08.2018,2745
27.08.2018,2173
28.08.2018,3752
29.08.2018,2489
30.08.2018,2196
31.08.2018,2753
01.09.2018,2556
02.09.2018,2976
03.09.2018,2519
04.09.2018,3025
05.09.2018,3312
06.09.2018,1543
07.09.2018,2245
08.09.2018,2204
09.09.2018,3532
10.09.2018,2931
11.09.2018,3653
12.09.2018,3536
13.09.2018,1809
14.09.2018,2533
15.09.2018,1964
16.09.2018,3135
17.09.2018,3337
18.09.2018,3644
19.09.2018,3659
20.09.2018,3602
21.09.2018,1673
22.09.2018,1116
23.09.2018,270
24.09.2018,1970
25.09.2018,2527
26.09.2018,2718
27.09.2018,3188
28.09.2018,1731
29.09.2018,1653
30.09.2018,2507
01.10.2018,1716
02.10.2018,1218
03.10.2018,1637
04.10.2018,2056
05.10.2018,2816
06.10.2018,2737
07.10.2018,1402
08.10.2018,2529
09.10.2018,2913
10.10.2018,3204
11.10.2018,2826
12.10.2018,2901
13.10.2018,3140
14.10.2018,3407
15.10.2018,2849
16.10.2018,3018
17.10.2018,2877
18.10.2018,2346
19.10.2018,2167
20.10.2018,1590
21.10.2018,2297
22.10.2018,1631
23.10.2018,1641
24.10.2018,1239
25.10.2018,1562
26.10.2018,1426
27.10.2018,901
28.10.2018,921
29.10.2018,1642
30.10.2018,916
31.10.2018,1614
01.11.2018,671
02.11.2018,1513
03.11.2018,1140
04.11.2018,960
05.11.2018,1930
06.11.2018,2458
07.11.2018,2220
08.11.2018,2124
09.11.2018,2035
10.11.2018,426
11.11.2018,612
12.11.2018,1379
13.11.2018,2007
14.11.2018,2104
15.11.2018,1943
16.11.2018,1663
17.11.2018,1131
18.11.2018,1151
19.11.2018,1526
20.11.2018,1479
21.11.2018,1539
22.11.2018,1534
23.11.2018,1581
24.11.2018,305
25.11.2018,652
26.11.2018,1393
27.11.2018,1627
28.11.2018,1214
29.11.2018,1104
30.11.2018,1438
01.12.2018,689
02.12.2018,403
03.12.2018,1191
04.12.2018,1601
05.12.2018,1440
06.12.2018,1212
07.12.2018,885
08.12.2018,353
09.12.2018,347
10.12.2018,1331
11.12.2018,1472
12.12.2018,1453
13.12.2018,1343
14.12.2018,1089
15.12.2018,537
16.12.2018,302
17.12.2018,926
18.12.2018,1435
19.12.2018,1255
20.12.2018,1040
21.12.2018,512
22.12.2018,605
23.12.2018,286
24.12.2018,432
25.12.2018,434
26.12.2018,498
27.12.2018,680
28.12.2018,859
29.12.2018,444
30.12.2018,596
31.12.2018,474
01.01.2019,286
02.01.2019,989
03.01.2019,838
04.01.2019,736
05.01.2019,322
06.01.2019,472
07.01.2019,1163
08.01.2019,924
09.01.2019,1214
10.01.2019,1277
11.01.2019,730
12.01.2019,386
13.01.2019,206
14.01.2019,981
15.01.2019,1347
16.01.2019,1418
17.01.2019,1030
18.01.2019,1253
19.01.2019,693
20.01.2019,808
21.01.2019,1170
22.01.2019,962
23.01.2019,509
