Datum,Zaehlerstand
28.07.2018,1723
29.07.2018,1827
30.07.2018,3428
31.07.2018,3322
01.08.2018,3410
02.08.2018,3534
03.08.2018,2940
04.08.2018,1470
05.08.2018,1903
06.08.2018,3055
07.08.2018,3138
08.08.2018,2712
09.08.2018,2581
10.08.2018,2862
11.08.2018,1747
12.08.2018,1931
13.08.2018,1942
14.08.2018,2313
15.08.2018,3282
16.08.2018,3538
17.08.2018,2282
18.08.2018,2061
19.08.2018,2179
20.08.2018,3063
21.08.2018,3667
22.08.2018,4077
23.08.2018,3946
24.08.2018,2851
25.08.2018,1361
26.08.2018,1594
27.08.2018,2904
28.08.2018,3905
29.08.2018,3437
30.08.2018,3360
31.08.2018,3268
01.09.2018,1898
02.09.2018,1874
03.09.2018,3335
04.09.2018,3865
05.09.2018,3759
06.09.2018,2219
07.09.2018,2926
08.09.2018,2018
09.09.2018,2053
10.09.2018,3521
11.09.2018,4123
12.09.2018,4273
13.09.2018,2957
14.09.2018,3251
15.09.2018,1675
16.09.2018,2083
17.09.2018,3874
18.09.2018,4058
19.09.2018,4024
20.09.2018,4056
21.09.2018,2642
22.09.2018,1337
23.09.2018,403
24.09.2018,2970
25.09.2018,3406
26.09.2018,3671
27.09.2018,4033
28.09.2018,2947
29.09.2018,1983
30.09.2018,1894
01.10.2018,2909
02.10.2018,2242
03.10.2018,1387
04.10.2018,3163
05.10.2018,3351
06.10.2018,2129
07.10.2018,1490
08.10.2018,3415
09.10.2018,3688
10.10.2018,3999
11.10.2018,3785
12.10.2018,3303
13.10.2018,2060
14.10.2018,1925
15.10.2018,3443
16.10.2018,3444
17.10.2018,3509
18.10.2018,3296
19.10.2018,2945
20.10.2018,1393
21.10.2018,1886
22.10.2018,2560
23.10.2018,2673
24.10.2018,2277
25.10.2018,2741
26.10.2018,2455
27.10.2018,1148
28.10.2018,1083
29.10.2018,2659
30.10.2018,1937
31.10.2018,2815
01.11.2018,969
02.11.2018,2241
03.11.2018,1340
04.11.2018,948
05.11.2018,3040
06.11.2018,3410
07.11.2018,3435
08.11.2018,3480
09.11.2018,3005
10.11.2018,756
11.11.2018,581
12.11.2018,2414
13.11.2018,3070
14.11.2018,3322
15.11.2018,3224
16.11.2018,2781
17.11.2018,1274
18.11.2018,1136
19.11.2018,2653
20.11.2018,2722
21.11.2018,2690
22.11.2018,2794
23.11.2018,2519
24.11.2018,616
25.11.2018,767
26.11.2018,2435
27.11.2018,2651
28.11.2018,2314
29.11.2018,2027
30.11.2018,2111
01.12.2018,879
02.12.2018,592
03.12.2018,2065
04.12.2018,2560
05.12.2018,2517
06.12.2018,2423
07.12.2018,1645
08.12.2018,618
09.12.2018,514
10.12.2018,2283
11.12.2018,2322
12.12.2018,2436
13.12.2018,2483
14.12.2018,1973
15.12.2018,691
16.12.2018,524
17.12.2018,1667
18.12.2018,2477
19.12.2018,2313
20.12.2018,1940
21.12.2018,1053
22.12.2018,644
23.12.2018,409
24.12.2018,451
25.12.2018,362
26.12.2018,478
27.12.2018,1054
28.12.2018,1163
29.12.2018,540
30.12.2018,572
31.12.2018,442
01.01.2019,278
02.01.2019,1507
03.01.2019,1596
04.01.2019,1468
05.01.2019,500
06.01.2019,500
07.01.2019,2087
08.01.2019,1930
09.01.2019,2192
10.01.2019,2488
11.01.2019,1546
12.01.2019,593
13.01.2019,291
14.01.2019,1870
15.01.2019,2524
16.01.2019,2514
17.01.2019,2175
18.01.2019,2205
19.01.2019,1060
20.01.2019,875
21.01.2019,2281
22.01.2019,2016
23.01.2019,1217
24.01.2019,1563
25.01.2019,1392
26.01.2019,684
27.01.2019,546
28.01.2019,1402
29.01.2019,2212
30.01.2019,1326
31.01.2019,844
01.02.2019,1280
02.02.2019,560
03.02.2019,674
04.02.2019,2115
05.02.2019,2231
06.02.2019,2367
07.02.2019,2325
08.02.2019,2031
09.02.2019,849
10.02.2019,388
11.02.2019,2064
12.02.2019,2388
13.02.2019,2588
14.02.2019,2671
15.02.2019,2714
16.02.2019,1366
17.02.2019,1362
18.02.2019,2988
19.02.2019,2856
20.02.2019,3143
21.02.2019,3070
22.02.2019,2455
23.02.2019,1366
24.02.2019,1342
25.02.2019,3088
26.02.2019,3395
27.02.2019,3329
28.02.2019,1311
01.03.2019,1146
02.03.2019,647
03.03.2019,434
04.03.2019,423
05.03.2019,1326
06.03.2019,2330
07.03.2019,2166
08.03.2019,1904
09.03.2019,726
10.03.2019,378
11.03.2019,1512
12.03.2019,2260
13.03.2019,1826
14.03.2019,1525
15.03.2019,1339
16.03.2019,773
17.03.2019,681
18.03.2019,2334
19.03.2019,2793
20.03.2019,2890
21.03.2019,3434
22.03.2019,3151
23.03.2019,1188
24.03.2019,1222
25.03.2019,2179
26.03.2019,2674
27.03.2019,2872
28.03.2019,2925
29.03.2019,3290
30.03.2019,1792
31.03.2019,1209
01.04.2019,3431
02.04.2019,2768
03.04.2019,2015
04.04.2019,2676
05.04.2019,2885
06.04.2019,1566
07.04.2019,1812
08.04.2019,3117
09.04.2019,3231
10.04.2019,3864
11.04.2019,3471
12.04.2019,2832
13.04.2019,1170
14.04.2019,1446
15.04.2019,2995
16.04.2019,3279
17.04.2019,2393
18.04.2019,3229
19.04.2019,1734
20.04.2019,1455
21.04.2019,1527
22.04.2019,1572
23.04.2019,3282
24.04.2019,2975
25.04.2019,2941
26.04.2019,2492
27.04.2019,840
28.04.2019,1024
29.04.2019,3192
30.04.2019,3472
01.05.2019,1707
02.05.2019,2878
03.05.2019,2700
